Recording timestamp [ms]	Computer timestamp [ms]	Sensor	Project name	Export date	Participant name	Recording date	Recording start time	Recording duration [ms]	Event	Event value	Gaze point X [DACS px]	Gaze point Y [DACS px]	Gaze point left X [DACS px]	Gaze point left Y [DACS px]	Gaze point right X [DACS px]	Gaze point right Y [DACS px]	Pupil diameter left [mm]	Pupil diameter right [mm]	Pupil diameter filtered [mm]	Eye openness left [mm]	Eye openness right [mm]	Eye openness filtered [mm]	Validity left	Validity right	Presented Stimulus name	Eye movement type	Eye movement event duration [ms]	Eye movement type index
5479	504491760	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			923	533	928	534	917	531	5.201	5.278	5.239				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5481	504491762	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			923	532	928	534	919	531	5.2	5.277	5.239				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5483	504491763	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	532	929	536	920	527	5.196	5.275	5.236				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5484	504491765	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	533	927	537	920	529	5.198	5.276	5.237				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5486	504491767	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			926	532	929	536	922	527	5.198	5.276	5.237				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5488	504491768	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			925	532	928	536	922	527	5.198	5.275	5.236				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5489	504491770	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	532	929	537	920	528	5.197	5.275	5.236				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5491	504491772	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	533	928	535	920	530	5.199	5.277	5.238				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5493	504491773	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			925	533	930	533	920	532	5.201	5.277	5.239				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5494	504491775	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	533	929	534	920	531	5.199	5.275	5.237				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5496	504491777	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	533	928	534	919	531	5.2	5.276	5.238				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5498	504491778	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			925	533	930	535	920	531	5.2	5.275	5.237				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5499	504491780	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	534	927	534	921	534	5.199	5.273	5.236				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5501	504491782	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			923	534	928	534	919	533	5.198	5.273	5.235				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5503	504491783	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			922	533	928	534	915	532	5.198	5.276	5.237				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5504	504491785	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			922	532	929	531	916	533	5.199	5.278	5.238				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5506	504491787	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			922	534	927	532	918	536	5.19	5.279	5.234				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5508	504491788	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			923	533	927	532	919	535	5.191	5.281	5.236				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5509	504491790	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			922	533	926	530	919	536	5.189	5.279	5.234				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5511	504491792	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			922	533	926	530	918	535	5.19	5.277	5.234				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5513	504491793	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			922	533	926	530	919	537	5.189	5.281	5.235				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5514	504491795	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			922	534	925	531	918	537	5.187	5.282	5.235				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5516	504491797	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			920	533	924	529	917	537	5.187	5.283	5.235				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5518	504491798	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			921	533	924	530	917	537	5.192	5.28	5.236				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5519	504491800	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			921	534	924	531	918	537	5.187	5.281	5.234				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5521	504491802	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			922	534	924	529	919	538	5.186	5.279	5.233				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5523	504491803	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			922	533	926	530	919	536	5.187	5.28	5.233				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5524	504491805	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			922	534	925	531	919	537	5.187	5.28	5.233				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5526	504491807	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			921	533	925	529	917	537	5.184	5.279	5.232				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5528	504491808	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			922	534	926	532	918	537	5.184	5.279	5.231				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5529	504491810	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			923	535	927	533	920	536	5.187	5.28	5.233				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5531	504491812	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	534	928	533	920	536	5.184	5.279	5.231				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5533	504491813	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	535	929	535	920	536	5.181	5.279	5.23				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5534	504491815	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	535	929	533	920	536	5.184	5.279	5.231				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5536	504491817	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			925	536	930	535	920	536	5.186	5.28	5.233				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5538	504491818	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			925	535	930	533	919	536	5.187	5.279	5.233				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5539	504491820	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	535	930	534	918	535	5.184	5.282	5.233				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5541	504491822	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			923	534	929	533	918	535	5.183	5.279	5.231				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5543	504491823	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			925	534	931	534	919	533	5.185	5.28	5.233				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5544	504491825	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	534	931	534	917	533	5.184	5.278	5.231				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5546	504491827	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	533	929	533	920	532	5.187	5.279	5.233				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5548	504491828	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			925	533	931	534	919	532	5.187	5.281	5.234				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5549	504491830	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	532	929	531	920	533	5.184	5.28	5.232				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5551	504491832	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	532	931	533	918	532	5.186	5.278	5.232				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5553	504491833	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			926	530	931	530	921	531	5.187	5.282	5.234				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5554	504491835	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			925	531	930	532	921	531	5.183	5.28	5.232				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5556	504491837	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	532	930	532	918	532	5.186	5.28	5.233				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5558	504491838	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	532	931	532	917	532	5.184	5.281	5.232				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5559	504491840	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			925	533	930	532	919	534	5.185	5.28	5.232				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5561	504491842	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			925	533	930	531	919	534	5.184	5.28	5.232				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5563	504491843	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	532	931	530	917	534	5.183	5.281	5.232				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5564	504491845	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			925	532	930	531	920	533	5.185	5.28	5.232				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5566	504491847	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	533	929	531	920	536	5.184	5.279	5.232				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5568	504491848	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			926	533	931	530	921	536	5.185	5.278	5.232				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5569	504491850	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	533	929	529	919	536	5.184	5.28	5.232				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5571	504491852	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	533	930	529	919	538	5.186	5.279	5.232				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5573	504491853	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			923	533	929	529	918	537	5.182	5.281	5.232				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5574	504491855	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			924	533	930	529	917	536	5.183	5.282	5.233				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5576	504491857	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			922	534	928	529	916	538	5.182	5.278	5.23				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5578	504491858	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			922	534	928	530	917	538	5.184	5.278	5.231				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5579	504491860	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			921	534	926	530	917	539	5.182	5.28	5.231				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5581	504491862	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			920	533	927	529	913	537	5.183	5.281	5.232				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5583	504491863	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			920	533	926	528	915	538	5.185	5.282	5.234				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5584	504491865	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			920	533	926	529	913	538	5.182	5.281	5.232				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5586	504491867	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			920	534	926	528	915	539	5.184	5.282	5.233				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5588	504491868	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			920	533	926	529	914	538	5.182	5.282	5.232				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5589	504491870	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			922	535	927	531	916	540	5.182	5.279	5.23				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5591	504491872	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			921	537	926	534	916	540	5.181	5.28	5.23				Valid	Valid	Eyetracker Calibration	Fixation	187	12
5593	504491873	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			922	537	928	535	917	540	5.182	5.28	5.231				Valid	Valid	Eyetracker Calibration	Saccade	20	14
5594	504491875	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			920	537	924	534	916	540	5.179	5.278	5.228				Valid	Valid	Eyetracker Calibration	Saccade	20	14
5596	504491877	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			918	537	922	535	915	539	5.179	5.278	5.229				Valid	Valid	Eyetracker Calibration	Saccade	20	14
5598	504491878	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			912	535	916	533	907	536	5.181	5.279	5.23				Valid	Valid	Eyetracker Calibration	Saccade	20	14
5599	504491880	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			906	533	914	535	899	532	5.181	5.28	5.23				Valid	Valid	Eyetracker Calibration	Saccade	20	14
5601	504491882	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			900	533	909	534	891	531	5.187	5.279	5.233				Valid	Valid	Eyetracker Calibration	Saccade	20	14
5603	504491883	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			893	529	902	533	884	526	5.19	5.283	5.236				Valid	Valid	Eyetracker Calibration	Saccade	20	14
5604	504491885	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			885	526	894	527	875	524	5.189	5.286	5.237				Valid	Valid	Eyetracker Calibration	Saccade	20	14
5606	504491887	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			879	522	886	526	872	519	5.187	5.283	5.235				Valid	Valid	Eyetracker Calibration	Saccade	20	14
5608	504491888	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			874	521	881	525	867	517	5.188	5.283	5.236				Valid	Valid	Eyetracker Calibration	Saccade	20	14
5609	504491890	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			871	518	875	523	867	514	5.186	5.282	5.234				Valid	Valid	Eyetracker Calibration	Saccade	20	14
5611	504491892	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			869	519	872	522	866	516	5.182	5.279	5.231				Valid	Valid	Eyetracker Calibration	Saccade	20	14
5613	504491893	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			869	519	872	522	865	516	5.18	5.28	5.23				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5614	504491895	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			871	515	874	513	868	517	5.195	5.278	5.236				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5616	504491897	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			873	519	877	520	869	518	5.175	5.278	5.226				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5618	504491898	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	522	881	524	871	520	5.176	5.277	5.226				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5619	504491900	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	523	881	523	872	523	5.174	5.277	5.226				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5621	504491902	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			879	523	884	522	874	524	5.175	5.278	5.227				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5623	504491903	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			880	525	885	525	875	525	5.176	5.278	5.227				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5624	504491905	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			881	526	888	525	874	527	5.179	5.281	5.23				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5626	504491907	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			880	525	888	525	873	525	5.18	5.279	5.229				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5628	504491908	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			881	525	887	524	874	527	5.175	5.279	5.227				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5629	504491910	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			881	525	888	524	874	526	5.177	5.28	5.228				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5631	504491912	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			880	525	888	524	872	527	5.179	5.277	5.228				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5633	504491913	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			882	525	889	524	875	525	5.179	5.276	5.228				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5634	504491915	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			882	525	889	524	874	526	5.179	5.276	5.228				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5636	504491917	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			881	525	888	524	874	525	5.179	5.276	5.228				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5638	504491918	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			880	524	888	524	872	525	5.179	5.276	5.227				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5639	504491920	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			881	524	888	523	873	524	5.182	5.273	5.228				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5641	504491922	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			879	525	887	525	870	525	5.18	5.276	5.228				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5643	504491923	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			877	524	885	524	869	525	5.182	5.277	5.229				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5644	504491925	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			878	524	886	525	869	524	5.179	5.278	5.228				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5646	504491927	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			875	524	883	525	867	523	5.178	5.277	5.227				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5648	504491928	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	525	884	525	868	525	5.181	5.275	5.228				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5649	504491930	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	524	882	525	870	524	5.177	5.277	5.227				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5651	504491932	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	526	882	527	871	526	5.18	5.276	5.228				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5653	504491933	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			875	525	881	525	869	525	5.177	5.276	5.227				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5654	504491935	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			875	526	881	526	870	526	5.175	5.274	5.224				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5656	504491937	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			873	525	880	525	867	524	5.177	5.276	5.226				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5658	504491938	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			874	525	880	525	869	525	5.176	5.276	5.226				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5659	504491940	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			874	525	879	524	868	527	5.173	5.276	5.224				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5661	504491942	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			873	525	879	525	868	525	5.176	5.276	5.226				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5663	504491943	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			874	525	879	524	869	527	5.174	5.275	5.225				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5664	504491945	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			875	526	881	525	868	527	5.174	5.273	5.224				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5666	504491947	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	524	883	523	869	525	5.177	5.275	5.226				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5668	504491948	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	524	884	523	868	524	5.174	5.276	5.225				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5669	504491950	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			877	525	884	524	869	525	5.175	5.272	5.223				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5671	504491952	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			875	524	882	523	868	526	5.172	5.274	5.223				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5673	504491953	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			878	524	884	523	871	526	5.175	5.272	5.224				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5674	504491955	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	525	884	524	868	526	5.171	5.274	5.222				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5676	504491957	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			875	525	884	524	867	526	5.171	5.273	5.222				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5678	504491958	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	525	883	524	869	526	5.174	5.273	5.223				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5679	504491960	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	525	885	524	867	526	5.175	5.273	5.224				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5681	504491962	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	524	884	523	868	526	5.172	5.273	5.222				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5683	504491963	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			878	524	884	523	872	526	5.174	5.273	5.224				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5684	504491965	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			877	525	883	523	871	526	5.174	5.271	5.223				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5686	504491967	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	523	882	521	869	525	5.17	5.274	5.222				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5688	504491968	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	524	882	522	870	525	5.173	5.272	5.222				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5689	504491970	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	523	881	521	870	526	5.171	5.272	5.221				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5691	504491972	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			875	522	883	521	867	524	5.172	5.273	5.223				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5693	504491973	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	524	884	523	867	525	5.17	5.273	5.222				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5694	504491975	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	523	886	521	867	524	5.171	5.274	5.223				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5696	504491977	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			875	523	884	521	866	525	5.169	5.271	5.22				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5698	504491978	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	523	885	521	867	524	5.17	5.272	5.221				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5699	504491980	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			875	524	882	521	869	527	5.168	5.271	5.219				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5701	504491982	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			874	523	881	520	868	525	5.17	5.271	5.221				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5703	504491983	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			874	523	881	520	868	525	5.166	5.27	5.218				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5704	504491985	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	523	883	522	868	524	5.169	5.269	5.219				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5706	504491987	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			874	523	881	522	866	525	5.166	5.269	5.218				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5708	504491988	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			874	523	881	523	868	524	5.167	5.271	5.219				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5709	504491990	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			875	524	882	523	868	524	5.167	5.271	5.219				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5711	504491992	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			875	524	882	524	868	524	5.166	5.268	5.217				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5713	504491993	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			875	524	881	524	868	523	5.165	5.267	5.216				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5714	504491995	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			874	524	880	524	869	524	5.164	5.271	5.217				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5716	504491997	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			876	524	884	524	868	523	5.166	5.266	5.216				Valid	Valid	Eyetracker Calibration	Fixation	253	13
5718	504491998	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			875	523	883	523	868	523	5.16	5.267	5.213				Valid	Valid	Eyetracker Calibration	Fixation	253	13
