Recording timestamp [ms]	Computer timestamp [ms]	Sensor	Project name	Export date	Participant name	Recording date	Recording start time	Recording duration [ms]	Event	Event value	Gaze point X [DACS px]	Gaze point Y [DACS px]	Gaze point left X [DACS px]	Gaze point left Y [DACS px]	Gaze point right X [DACS px]	Gaze point right Y [DACS px]	Pupil diameter left [mm]	Pupil diameter right [mm]	Pupil diameter filtered [mm]	Eye openness left [mm]	Eye openness right [mm]	Eye openness filtered [mm]	Validity left	Validity right	Presented Stimulus name	Eye movement type	Eye movement event duration [ms]	Eye movement type index
0	504486281		Demo	7/31/25	P1	3/11/25	19:04.0	114950	RecordingStart																			
41	504486322	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			803	803	801	790	805	816	5.192	5.313	5.253				Valid	Valid		Fixation	445	1
43	504486323	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			803	802	799	791	806	813	5.192	5.316	5.254				Valid	Valid		Fixation	445	1
44	504486325	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			804	801	801	789	807	813	5.193	5.315	5.254				Valid	Valid		Fixation	445	1
46	504486327	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			805	801	802	790	808	812	5.194	5.316	5.255				Valid	Valid		Fixation	445	1
48	504486328	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			803	801	801	790	805	812	5.195	5.317	5.256				Valid	Valid		Fixation	445	1
49	504486330	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			805	801	804	790	806	813	5.197	5.318	5.258				Valid	Valid		Fixation	445	1
51	504486332	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			803	801	804	789	803	812	5.195	5.319	5.257				Valid	Valid		Fixation	445	1
53	504486333	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			803	801	803	791	802	811	5.196	5.32	5.258				Valid	Valid		Fixation	445	1
54	504486335	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			802	801	803	789	801	813	5.197	5.321	5.259				Valid	Valid		Fixation	445	1
56	504486337	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			802	801	803	790	801	813	5.198	5.322	5.26				Valid	Valid		Fixation	445	1
58	504486338	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			802	801	803	789	800	812	5.198	5.323	5.261				Valid	Valid		Fixation	445	1
59	504486340	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			803	801	804	789	802	812	5.199	5.322	5.261				Valid	Valid		Fixation	445	1
61	504486342	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			801	800	802	789	800	811	5.202	5.325	5.263				Valid	Valid		Fixation	445	1
63	504486343	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			801	800	805	791	797	810	5.202	5.324	5.263				Valid	Valid		Fixation	445	1
64	504486345	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			801	802	804	790	798	813	5.201	5.326	5.263				Valid	Valid		Fixation	445	1
66	504486347	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			803	798	803	790	803	807	5.202	5.34	5.271				Valid	Valid		Fixation	445	1
67	504486348	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			801	802	804	792	798	812	5.203	5.328	5.266				Valid	Valid		Fixation	445	1
69	504486350	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			801	802	802	791	800	813	5.204	5.331	5.268				Valid	Valid		Fixation	445	1
71	504486352	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			803	801	803	788	803	813	5.206	5.329	5.267				Valid	Valid		Fixation	445	1
72	504486353	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			803	801	805	787	802	815	5.207	5.33	5.268				Valid	Valid		Fixation	445	1
74	504486355	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			804	801	804	788	804	813	5.207	5.333	5.27				Valid	Valid		Fixation	445	1
76	504486357	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			803	801	805	787	802	815	5.209	5.333	5.271				Valid	Valid		Fixation	445	1
77	504486358	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			803	800	804	786	802	815	5.21	5.333	5.271				Valid	Valid		Fixation	445	1
79	504486360	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			804	800	803	788	805	812	5.21	5.337	5.274				Valid	Valid		Fixation	445	1
81	504486362	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			804	800	803	789	804	812	5.211	5.336	5.274				Valid	Valid		Fixation	445	1
82	504486363	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			804	800	804	788	804	812	5.212	5.337	5.275				Valid	Valid		Fixation	445	1
84	504486365	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			804	800	804	788	804	812	5.214	5.339	5.276				Valid	Valid		Fixation	445	1
86	504486367	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			806	799	806	787	806	810	5.211	5.34	5.275				Valid	Valid		Fixation	445	1
87	504486368	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			805	800	807	787	804	813	5.214	5.34	5.277				Valid	Valid		Fixation	445	1
89	504486370	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			804	799	806	787	802	812	5.216	5.342	5.279				Valid	Valid		Fixation	445	1
91	504486372	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			806	800	807	787	804	812	5.216	5.34	5.278				Valid	Valid		Fixation	445	1
92	504486373	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			805	799	807	786	803	812	5.218	5.343	5.281				Valid	Valid		Fixation	445	1
94	504486375	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			805	800	807	787	803	814	5.218	5.343	5.281				Valid	Valid		Fixation	445	1
96	504486377	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			804	799	806	787	803	810	5.219	5.344	5.282				Valid	Valid		Fixation	445	1
97	504486378	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			805	799	809	786	802	811	5.22	5.346	5.283				Valid	Valid		Fixation	445	1
99	504486380	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			804	799	807	787	801	810	5.221	5.347	5.284				Valid	Valid		Fixation	445	1
101	504486382	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			804	799	806	786	802	811	5.22	5.346	5.283				Valid	Valid		Fixation	445	1
102	504486383	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			804	799	808	787	801	810	5.221	5.347	5.284				Valid	Valid		Fixation	445	1
104	504486385	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			804	799	807	786	802	813	5.219	5.35	5.284				Valid	Valid		Fixation	445	1
106	504486387	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			805	799	809	785	802	812	5.224	5.351	5.288				Valid	Valid		Fixation	445	1
107	504486388	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			802	801	809	785	795	817	5.225	5.363	5.294				Valid	Valid		Fixation	445	1
109	504486390	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			805	798	808	784	803	812	5.225	5.35	5.288				Valid	Valid		Fixation	445	1
111	504486392	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			805	798	808	784	802	811	5.225	5.352	5.288				Valid	Valid		Fixation	445	1
112	504486393	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			804	799	809	788	798	810	5.226	5.354	5.29				Valid	Valid		Fixation	445	1
114	504486395	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			804	798	809	787	799	810	5.228	5.355	5.291				Valid	Valid		Fixation	445	1
116	504486397	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			804	799	810	787	799	811	5.228	5.356	5.292				Valid	Valid		Fixation	445	1
117	504486398	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			805	800	810	788	801	812	5.226	5.356	5.291				Valid	Valid		Fixation	445	1
119	504486400	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			804	800	809	789	799	812	5.23	5.356	5.293				Valid	Valid		Fixation	445	1
121	504486402	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			807	798	811	784	804	812	5.23	5.357	5.294				Valid	Valid		Fixation	445	1
122	504486403	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			807	797	811	784	803	810	5.231	5.36	5.296				Valid	Valid		Fixation	445	1
124	504486405	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			808	797	812	783	804	810	5.232	5.361	5.297				Valid	Valid		Fixation	445	1
126	504486407	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			808	796	812	784	805	809	5.232	5.361	5.297				Valid	Valid		Fixation	445	1
127	504486408	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			807	796	811	782	804	810	5.236	5.363	5.299				Valid	Valid		Fixation	445	1
129	504486410	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			808	798	810	787	807	808	5.234	5.365	5.3				Valid	Valid		Fixation	445	1
131	504486412	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			808	798	809	786	807	810	5.235	5.365	5.3				Valid	Valid		Fixation	445	1
132	504486413	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			809	797	811	786	808	809	5.238	5.367	5.303				Valid	Valid		Fixation	445	1
134	504486415	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			809	798	810	786	808	809	5.237	5.368	5.303				Valid	Valid		Fixation	445	1
136	504486417	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			809	798	809	785	808	810	5.237	5.369	5.303				Valid	Valid		Fixation	445	1
137	504486418	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			807	794	809	778	806	809	5.251	5.368	5.31				Valid	Valid		Fixation	445	1
139	504486420	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			808	796	811	783	806	810	5.24	5.371	5.306				Valid	Valid		Fixation	445	1
141	504486422	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			808	796	811	782	804	810	5.241	5.369	5.305				Valid	Valid		Fixation	445	1
142	504486423	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			807	797	810	783	803	810	5.244	5.373	5.309				Valid	Valid		Fixation	445	1
144	504486425	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			808	797	812	783	804	811	5.242	5.37	5.306				Valid	Valid		Fixation	445	1
146	504486427	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			808	797	813	785	803	810	5.244	5.373	5.308				Valid	Valid		Fixation	445	1
147	504486428	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			809	795	812	785	806	806	5.243	5.389	5.316				Valid	Valid		Fixation	445	1
149	504486430	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			807	794	814	779	800	810	5.259	5.374	5.316				Valid	Valid		Fixation	445	1
151	504486432	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			806	799	812	785	800	813	5.245	5.376	5.31				Valid	Valid		Fixation	445	1
152	504486433	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			805	797	812	785	799	810	5.247	5.379	5.313				Valid	Valid		Fixation	445	1
154	504486435	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			805	796	812	784	799	809	5.249	5.379	5.314				Valid	Valid		Fixation	445	1
156	504486437	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			806	796	812	782	801	809	5.249	5.379	5.314				Valid	Valid		Fixation	445	1
157	504486438	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			806	795	811	781	800	808	5.249	5.38	5.315				Valid	Valid		Fixation	445	1
159	504486440	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			805	795	811	782	799	808	5.25	5.38	5.315				Valid	Valid		Fixation	445	1
161	504486442	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			807	795	813	782	801	808	5.251	5.383	5.317				Valid	Valid		Fixation	445	1
162	504486443	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			806	795	813	782	800	808	5.253	5.383	5.318				Valid	Valid		Fixation	445	1
164	504486445	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			807	798	813	786	801	809	5.252	5.385	5.318				Valid	Valid		Fixation	445	1
166	504486447	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			808	797	814	785	802	810	5.253	5.385	5.319				Valid	Valid		Fixation	445	1
167	504486448	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			809	798	814	785	803	811	5.253	5.384	5.319				Valid	Valid		Fixation	445	1
169	504486450	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			810	799	815	785	805	812	5.257	5.385	5.321				Valid	Valid		Fixation	445	1
171	504486452	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			810	798	813	785	806	811	5.258	5.387	5.322				Valid	Valid		Fixation	445	1
172	504486453	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	795	815	780	807	809	5.258	5.387	5.322				Valid	Valid		Fixation	445	1
174	504486455	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	793	816	775	807	810	5.27	5.388	5.329				Valid	Valid		Fixation	445	1
176	504486457	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	795	814	781	807	808	5.258	5.388	5.323				Valid	Valid		Fixation	445	1
177	504486458	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	795	814	783	808	808	5.26	5.391	5.325				Valid	Valid		Fixation	445	1
179	504486460	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	794	815	782	807	807	5.261	5.392	5.326				Valid	Valid		Fixation	445	1
181	504486462	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	794	815	777	810	810	5.274	5.392	5.333				Valid	Valid		Fixation	445	1
182	504486463	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	797	815	784	808	810	5.261	5.392	5.327				Valid	Valid		Fixation	445	1
184	504486465	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			810	797	813	785	807	810	5.263	5.394	5.329				Valid	Valid		Fixation	445	1
186	504486467	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			813	795	814	784	811	806	5.263	5.409	5.336				Valid	Valid		Fixation	445	1
187	504486468	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			810	797	816	784	805	810	5.264	5.397	5.331				Valid	Valid		Fixation	445	1
189	504486470	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			809	796	813	782	804	810	5.265	5.397	5.331				Valid	Valid		Fixation	445	1
191	504486472	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			809	795	814	781	803	809	5.265	5.399	5.332				Valid	Valid		Fixation	445	1
192	504486473	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			808	796	813	782	803	810	5.264	5.4	5.332				Valid	Valid		Fixation	445	1
194	504486475	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			808	795	814	782	802	809	5.265	5.399	5.332				Valid	Valid		Fixation	445	1
196	504486477	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			809	795	815	782	802	808	5.265	5.402	5.333				Valid	Valid		Fixation	445	1
197	504486478	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			810	794	815	785	805	803	5.265	5.417	5.341				Valid	Valid		Fixation	445	1
199	504486480	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			807	796	814	785	800	807	5.267	5.402	5.335				Valid	Valid		Fixation	445	1
201	504486482	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			807	797	814	786	800	807	5.267	5.403	5.335				Valid	Valid		Fixation	445	1
202	504486483	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			807	797	814	787	800	808	5.27	5.405	5.337				Valid	Valid		Fixation	445	1
204	504486485	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			808	794	816	780	800	808	5.28	5.406	5.343				Valid	Valid		Fixation	445	1
206	504486487	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			810	788	818	770	801	806	5.295	5.406	5.351				Valid	Valid		Fixation	445	1
207	504486488	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			809	790	817	775	802	805	5.283	5.408	5.346				Valid	Valid		Fixation	445	1
209	504486490	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			810	794	816	781	804	807	5.272	5.407	5.34				Valid	Valid		Fixation	445	1
211	504486492	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			810	793	817	782	804	804	5.273	5.408	5.341				Valid	Valid		Fixation	445	1
212	504486493	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	787	820	769	804	805	5.303	5.41	5.356				Valid	Valid		Fixation	445	1
214	504486495	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	791	817	776	805	806	5.288	5.413	5.35				Valid	Valid		Fixation	445	1
216	504486497	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	794	815	781	806	807	5.278	5.413	5.345				Valid	Valid		Fixation	445	1
217	504486498	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			810	794	814	781	807	806	5.278	5.412	5.345				Valid	Valid		Fixation	445	1
219	504486500	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	793	814	780	809	805	5.281	5.417	5.349				Valid	Valid		Fixation	445	1
221	504486502	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	791	816	776	806	807	5.291	5.415	5.353				Valid	Valid		Fixation	445	1
222	504486503	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	789	815	774	808	805	5.291	5.415	5.353				Valid	Valid		Fixation	445	1
224	504486505	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	792	814	781	808	804	5.28	5.417	5.348				Valid	Valid		Fixation	445	1
226	504486507	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	789	817	774	807	804	5.293	5.419	5.356				Valid	Valid		Fixation	445	1
227	504486508	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			810	792	814	780	806	804	5.281	5.419	5.35				Valid	Valid		Fixation	445	1
229	504486510	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			810	792	815	778	806	806	5.281	5.419	5.35				Valid	Valid		Fixation	445	1
231	504486512	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	787	818	769	803	804	5.304	5.42	5.362				Valid	Valid		Fixation	445	1
232	504486513	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			809	792	815	779	803	805	5.284	5.422	5.353				Valid	Valid		Fixation	445	1
234	504486515	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			809	793	817	779	802	806	5.283	5.421	5.352				Valid	Valid		Fixation	445	1
236	504486517	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			807	792	814	778	800	807	5.285	5.423	5.354				Valid	Valid		Fixation	445	1
237	504486518	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			807	792	816	778	799	805	5.285	5.423	5.354				Valid	Valid		Fixation	445	1
239	504486520	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			808	789	817	773	799	806	5.297	5.424	5.361				Valid	Valid		Fixation	445	1
241	504486522	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	792	817	778	804	806	5.288	5.424	5.356				Valid	Valid		Fixation	445	1
242	504486523	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			810	791	818	777	803	805	5.287	5.426	5.357				Valid	Valid		Fixation	445	1
244	504486525	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			814	792	817	779	811	805	5.288	5.439	5.364				Valid	Valid		Fixation	445	1
246	504486527	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	791	815	778	806	804	5.29	5.427	5.359				Valid	Valid		Fixation	445	1
247	504486528	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	791	816	779	805	804	5.288	5.427	5.358				Valid	Valid		Fixation	445	1
249	504486530	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	791	816	778	806	804	5.29	5.429	5.36				Valid	Valid		Fixation	445	1
251	504486532	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	792	816	779	807	804	5.291	5.429	5.36				Valid	Valid		Fixation	445	1
252	504486533	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	793	816	779	808	807	5.29	5.43	5.36				Valid	Valid		Fixation	445	1
254	504486535	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	792	816	778	808	805	5.291	5.432	5.362				Valid	Valid		Fixation	445	1
256	504486537	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	790	817	774	806	805	5.3	5.433	5.367				Valid	Valid		Fixation	445	1
257	504486538	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	792	817	778	804	806	5.29	5.434	5.362				Valid	Valid		Fixation	445	1
259	504486540	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			809	792	817	779	802	805	5.293	5.436	5.365				Valid	Valid		Fixation	445	1
261	504486542	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			809	793	818	780	801	805	5.294	5.432	5.363				Valid	Valid		Fixation	445	1
262	504486543	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			810	792	817	779	802	804	5.296	5.436	5.366				Valid	Valid		Fixation	445	1
264	504486545	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			809	789	819	773	799	804	5.306	5.433	5.37				Valid	Valid		Fixation	445	1
266	504486547	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	789	818	778	805	799	5.296	5.448	5.372				Valid	Valid		Fixation	445	1
267	504486548	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			809	791	819	779	799	803	5.298	5.437	5.367				Valid	Valid		Fixation	445	1
269	504486550	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			810	792	818	779	802	804	5.296	5.438	5.367				Valid	Valid		Fixation	445	1
271	504486552	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	792	818	779	803	805	5.297	5.436	5.367				Valid	Valid		Fixation	445	1
272	504486553	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			810	791	817	777	804	804	5.298	5.438	5.368				Valid	Valid		Fixation	445	1
274	504486555	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	792	818	779	804	804	5.299	5.439	5.369				Valid	Valid		Fixation	445	1
276	504486557	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	791	818	778	805	803	5.3	5.44	5.37				Valid	Valid		Fixation	445	1
277	504486558	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			814	791	820	779	808	804	5.301	5.44	5.37				Valid	Valid		Fixation	445	1
279	504486560	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			813	791	818	779	808	803	5.299	5.442	5.371				Valid	Valid		Fixation	445	1
281	504486562	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			813	789	818	776	808	802	5.31	5.444	5.377				Valid	Valid		Fixation	445	1
282	504486563	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			806	790	819	773	794	807	5.313	5.468	5.391				Valid	Valid		Fixation	445	1
284	504486565	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	790	819	779	804	802	5.301	5.445	5.373				Valid	Valid		Fixation	445	1
286	504486567	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	786	819	773	804	800	5.312	5.448	5.38				Valid	Valid		Fixation	445	1
287	504486568	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	786	819	772	803	801	5.313	5.447	5.38				Valid	Valid		Fixation	445	1
289	504486570	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			809	789	817	776	802	801	5.303	5.447	5.375				Valid	Valid		Fixation	445	1
291	504486572	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	786	821	772	804	801	5.313	5.446	5.38				Valid	Valid		Fixation	445	1
292	504486573	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	783	823	766	800	800	5.329	5.446	5.387				Valid	Valid		Fixation	445	1
294	504486575	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			806	789	820	775	793	804	5.314	5.457	5.386				Valid	Valid		Fixation	445	1
296	504486577	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	790	820	778	802	802	5.305	5.446	5.375				Valid	Valid		Fixation	445	1
297	504486578	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	790	820	777	803	803	5.307	5.448	5.378				Valid	Valid		Fixation	445	1
299	504486580	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	790	820	778	804	802	5.306	5.449	5.377				Valid	Valid		Fixation	445	1
301	504486582	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			813	788	821	773	805	803	5.316	5.45	5.383				Valid	Valid		Fixation	445	1
302	504486583	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	785	820	770	804	800	5.32	5.451	5.386				Valid	Valid		Fixation	445	1
304	504486585	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			813	784	821	769	805	799	5.322	5.453	5.387				Valid	Valid		Fixation	445	1
306	504486587	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			813	785	820	770	806	800	5.32	5.454	5.387				Valid	Valid		Fixation	445	1
307	504486588	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			813	785	821	770	806	801	5.319	5.455	5.387				Valid	Valid		Fixation	445	1
309	504486590	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	785	820	770	805	800	5.32	5.454	5.387				Valid	Valid		Fixation	445	1
311	504486592	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			813	787	819	772	807	801	5.32	5.457	5.388				Valid	Valid		Fixation	445	1
312	504486593	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	790	821	778	804	801	5.311	5.456	5.384				Valid	Valid		Fixation	445	1
